gene_ID	SampleName	mean.TPM	z.score.logTPM	Part	module	description
evm.TU.01.970	Flower	0	-1.047659619893102	Female flower	38	
evm.TU.01.970	Flower	0	-1.047659619893102	Flower	38	
evm.TU.01.970	Flower	0	-1.047659619893102	Male flower	38	
evm.TU.01.970	Flower	0	-1.047659619893102	Female reproductive bud	38	
evm.TU.01.970	Flower	0	-1.047659619893102	Female floral bud	38	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Leaf	38	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Leaf 	38	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Petiole	38	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Vegetative leaf - fresh cutting	38	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Female reproductive leaf	38	
evm.TU.01.970	Meristem	0	-1.047659619893102	Female apical meristem	38	
evm.TU.01.970	Meristem	0	-1.047659619893102	Male apical meristem	38	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Roots	38	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Root	38	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Female root-mid	38	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Female root-tip	38	
evm.TU.01.970	Stem	192.90112119054484	0.8776627722620832	Stem	38	
evm.TU.01.970	Stem	192.90112119054484	0.8776627722620832	Primary stem	38	
evm.TU.01.970	Stem	192.90112119054484	0.8776627722620832	Shoot	38	
evm.TU.01.970	Trichome	2.735509965332368	-0.5996723779326538	Trichomes	38	
evm.TU.02.3278	Flower	105.12426082788696	-0.5100503855200158	Female flower	38	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Flower	105.12426082788696	-0.5100503855200158	Flower	38	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
