gene_ID	SampleName	mean.TPM	z.score.logTPM	Part	module	description
evm.TU.01.445	Flower	640.6479799508775	0.602898836984325	Female flower	33	
evm.TU.01.445	Flower	640.6479799508775	0.602898836984325	Flower	33	
evm.TU.01.445	Flower	640.6479799508775	0.602898836984325	Male flower	33	
evm.TU.01.445	Flower	640.6479799508775	0.602898836984325	Female reproductive bud	33	
evm.TU.01.445	Flower	640.6479799508775	0.602898836984325	Female floral bud	33	
evm.TU.01.445	Leaf	1003.294021801567	0.46747812068816436	Leaf	33	
evm.TU.01.445	Leaf	1003.294021801567	0.46747812068816436	Leaf 	33	
evm.TU.01.445	Leaf	1003.294021801567	0.46747812068816436	Petiole	33	
evm.TU.01.445	Leaf	1003.294021801567	0.46747812068816436	Vegetative leaf - fresh cutting	33	
evm.TU.01.445	Leaf	1003.294021801567	0.46747812068816436	Female reproductive leaf	33	
evm.TU.01.445	Meristem	183.88998721246796	-0.6815413155647942	Female apical meristem	33	
evm.TU.01.445	Meristem	183.88998721246796	-0.6815413155647942	Male apical meristem	33	
evm.TU.01.445	Root	112.76698540781874	-1.2416175782782028	Roots	33	
evm.TU.01.445	Root	112.76698540781874	-1.2416175782782028	Root	33	
evm.TU.01.445	Root	112.76698540781874	-1.2416175782782028	Female root-mid	33	
evm.TU.01.445	Root	112.76698540781874	-1.2416175782782028	Female root-tip	33	
evm.TU.01.445	Stem	202.1591476740883	-0.5855986336894469	Stem	33	
evm.TU.01.445	Stem	202.1591476740883	-0.5855986336894469	Primary stem	33	
evm.TU.01.445	Stem	202.1591476740883	-0.5855986336894469	Shoot	33	
evm.TU.01.445	Trichome	1193.9914735139253	1.4383805698599534	Trichomes	33	
evm.TU.02.2067	Flower	268.3849759346802	0.6386100597921526	Female flower	33	
evm.TU.02.2067	Flower	268.3849759346802	0.6386100597921526	Flower	33	
evm.TU.02.2067	Flower	268.3849759346802	0.6386100597921526	Male flower	33	
evm.TU.02.2067	Flower	268.3849759346802	0.6386100597921526	Female reproductive bud	33	
evm.TU.02.2067	Flower	268.3849759346802	0.6386100597921526	Female floral bud	33	
evm.TU.02.2067	Leaf	336.4876218402843	0.6573749991207724	Leaf	33	
evm.TU.02.2067	Leaf	336.4876218402843	0.6573749991207724	Leaf 	33	
evm.TU.02.2067	Leaf	336.4876218402843	0.6573749991207724	Petiole	33	
evm.TU.02.2067	Leaf	336.4876218402843	0.6573749991207724	Vegetative leaf - fresh cutting	33	
evm.TU.02.2067	Leaf	336.4876218402843	0.6573749991207724	Female reproductive leaf	33	
evm.TU.02.2067	Meristem	69.39844183290253	-0.8303164958906561	Female apical meristem	33	
evm.TU.02.2067	Meristem	69.39844183290253	-0.8303164958906561	Male apical meristem	33	
evm.TU.02.2067	Root	61.03614019391795	-1.0802871759325923	Roots	33	
evm.TU.02.2067	Root	61.03614019391795	-1.0802871759325923	Root	33	
evm.TU.02.2067	Root	61.03614019391795	-1.0802871759325923	Female root-mid	33	
evm.TU.02.2067	Root	61.03614019391795	-1.0802871759325923	Female root-tip	33	
evm.TU.02.2067	Stem	84.40443504693293	-0.7209687241773074	Stem	33	
evm.TU.02.2067	Stem	84.40443504693293	-0.7209687241773074	Primary stem	33	
evm.TU.02.2067	Stem	84.40443504693293	-0.7209687241773074	Shoot	33	
