gene_ID	SampleName	mean.TPM	z.score.logTPM	Part	module	description
evm.TU.01.970	Flower	0	-1.047659619893102	Female flower	35	
evm.TU.01.970	Flower	0	-1.047659619893102	Flower	35	
evm.TU.01.970	Flower	0	-1.047659619893102	Male flower	35	
evm.TU.01.970	Flower	0	-1.047659619893102	Female reproductive bud	35	
evm.TU.01.970	Flower	0	-1.047659619893102	Female floral bud	35	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Leaf	35	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Leaf 	35	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Petiole	35	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Vegetative leaf - fresh cutting	35	
evm.TU.01.970	Leaf	181.93527899270694	0.8000880147106078	Female reproductive leaf	35	
evm.TU.01.970	Meristem	0	-1.047659619893102	Female apical meristem	35	
evm.TU.01.970	Meristem	0	-1.047659619893102	Male apical meristem	35	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Roots	35	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Root	35	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Female root-mid	35	
evm.TU.01.970	Root	242.83355411119442	1.017240830746167	Female root-tip	35	
evm.TU.01.970	Stem	192.90112119054484	0.8776627722620832	Stem	35	
evm.TU.01.970	Stem	192.90112119054484	0.8776627722620832	Primary stem	35	
evm.TU.01.970	Stem	192.90112119054484	0.8776627722620832	Shoot	35	
evm.TU.01.970	Trichome	2.735509965332368	-0.5996723779326538	Trichomes	35	
evm.TU.02.3278	Flower	105.12426082788696	-0.5100503855200158	Female flower	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Flower	105.12426082788696	-0.5100503855200158	Flower	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Flower	105.12426082788696	-0.5100503855200158	Male flower	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Flower	105.12426082788696	-0.5100503855200158	Female reproductive bud	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Flower	105.12426082788696	-0.5100503855200158	Female floral bud	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Leaf	156.042474116546	0.5907959067513634	Leaf	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Leaf	156.042474116546	0.5907959067513634	Leaf 	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Leaf	156.042474116546	0.5907959067513634	Petiole	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Leaf	156.042474116546	0.5907959067513634	Vegetative leaf - fresh cutting	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Leaf	156.042474116546	0.5907959067513634	Female reproductive leaf	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Meristem	75.50641903060044	-0.6782390301629742	Female apical meristem	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Meristem	75.50641903060044	-0.6782390301629742	Male apical meristem	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Root	181.01230908398335	1.225025343386661	Roots	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Root	181.01230908398335	1.225025343386661	Root	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Root	181.01230908398335	1.225025343386661	Female root-mid	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Root	181.01230908398335	1.225025343386661	Female root-tip	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Stem	163.4621105151818	0.742930686626554	Stem	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Stem	163.4621105151818	0.742930686626554	Primary stem	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Stem	163.4621105151818	0.742930686626554	Shoot	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.02.3278	Trichome	55.50161182205288	-1.370462521081586	Trichomes	35	eukaryotic translation initiation factor 6 [Source:UniProtKB Gene Name;Acc:A0A7J6EE57]
evm.TU.03.144	Flower	31.671393217462377	-0.7060134311314392	Female flower	35	
evm.TU.03.144	Flower	31.671393217462377	-0.7060134311314392	Flower	35	
evm.TU.03.144	Flower	31.671393217462377	-0.7060134311314392	Male flower	35	
evm.TU.03.144	Flower	31.671393217462377	-0.7060134311314392	Female reproductive bud	35	
evm.TU.03.144	Flower	31.671393217462377	-0.7060134311314392	Female floral bud	35	
